SMILES,label_0,label_1,label_2,label_3,label_4
FC(Br)(Br)F,0.27,0.36,0.0,0.0,0.6349
ClC(Br)(Cl)Cl,0.64,0.46,0.0,0.0,0.7917
FC(Br)(F)F,0.03,-0.02,0.0,0.01,0.4776
CC(N)(C)C,0.12,0.29,0.16,0.71,0.772
CC(O)(C)C,0.18,0.3,0.31,0.6,0.7309
CC(S)(C)C,0.28,0.3,0.0,0.27,0.8357
COP(=O)(OC)C,0.21,1.62,0.0,1.01,0.912
CC(Cl)(F)F,-0.08,0.24,0.06,0.06,0.5482
FC(Cl)(Cl)Cl,0.21,0.24,0.0,0.07,0.6344
COC(=O)C1=C(C)NC(=C(C1c1cccc2c1non2)C(=O)OC(C)C)C,2.09,1.65,0.13,1.65,2.7088
FC(Cl)(Cl)F,0.04,0.04,0.0,0.04,0.5297
FC(Cl)(F)F,-0.25,-0.05,0.0,0.0,0.425
FC(F)(F)F,-0.58,-0.26,0.0,0.0,0.3203
CS(=O)(=O)O,0.29,2.01,0.31,0.8,0.5891
C[Si](C)(C)C,-0.05,-0.1,0.0,0.14,0.9179
CCC(C)(C)C,0.0,0.0,0.0,0.0,0.954
OCC(C)(C)C,0.22,0.36,0.37,0.53,0.8718
CCOC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.51,2.48,0.8,2.58,2.9445
CCC(O)(C)C,0.19,0.3,0.31,0.6,0.8718
O=CC(Cl)(Cl)Cl,0.44,0.9,0.0,0.21,0.7733
ClCC(F)(F)F,0.01,0.4,0.15,0.0,0.5659
CCOC1OC2OC3(C)CCC4C2(C(C1C)CCC4C)OO3,1.05,1.23,0.0,1.48,2.363
CCC(=O)N(C)C,0.34,1.3,0.0,0.78,0.9286
OCC(F)(F)F,0.02,0.6,0.57,0.25,0.5022
CCCCCC(C=CC=O)O,0.44,1.09,0.31,0.84,1.4081
OOC(C)(C)C,0.16,0.66,0.29,0.59,0.7896
OC(=O)C(Br)(Br)Br,1.08,1.26,0.98,0.31,0.9898
CC(=O)C(C)(C)C,0.11,0.62,0.0,0.51,0.9697
OC(=O)C(C)(C)C,0.17,0.57,0.61,0.45,0.8875
FC(C(F)(F)F)C(C(F)(F)F)F,-0.79,0.2,0.13,0.05,0.8138
CC(C(Cl)(Cl)Cl)O,0.52,0.73,0.42,0.41,0.9572
ClC(C(Cl)(Cl)Cl)Cl,0.65,0.66,0.17,0.06,1.0024
CC(C=C)CC,0.08,0.08,0.0,0.06,0.911
CCC(=C)CC,0.14,0.08,0.0,0.08,0.911
C1CC2=C(C1)CC=CC2,0.69,0.48,0.0,0.14,1.0735
OC(=O)C(Cl)(Cl)Cl,0.52,1.21,1.01,0.26,0.832
OC(=O)C(F)(F)F,-0.08,0.8,0.99,0.22,0.5179
ClC(N(=O)=O)(Cl)Cl,0.16,0.82,0.0,0.1,0.7909
CC(C(O)(C)C)(O)C,0.36,0.9,0.58,1.01,1.0714
CCC=CCl,0.29,0.36,0.0,0.05,0.7516
CCC=CCl,0.3,0.38,0.0,0.05,0.7516
ClC(C(Cl)(F)F)(Cl)Cl,0.23,0.31,0.0,0.01,0.9154
FC(C(Cl)(Cl)F)(Cl)Cl,0.23,0.33,0.0,0.02,0.9154
FC(C(Cl)(F)F)(Cl)Cl,0.01,0.13,0.0,0.0,0.8107
FC(C(Cl)(F)F)(Cl)F,-0.19,0.05,0.0,0.0,0.706
FC(C(F)(F)F)(Cl)F,-0.36,-0.12,0.0,0.0,0.6013
FC(C(F)(F)F)(F)F,-0.69,-0.41,0.0,0.0,0.4966
CCCCN(C=O)CCCC,0.23,1.09,0.0,0.76,1.4922
FC(C(Cl)(F)F)(C(Cl)(F)F)Cl,-0.07,-0.03,0.0,0.06,0.987
FC(C(F)(F)F)(C(F)(F)F)Cl,-0.55,-0.32,0.0,0.0,0.7776
FC(C(F)(F)F)(C(F)(F)F)F,-0.75,-0.52,0.0,0.03,0.6729
CCC(S(=O)(=O)CC)(S(=O)(=O)CC)C,0.32,1.15,0.0,1.24,1.7976
O=C1CC2C(C1(C)CC2)(C)C,0.5,0.69,0.0,0.71,1.3161
FCCBr,0.23,0.73,0.09,0.14,0.5831
OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2(C1CCC1=CC(=O)C=CC21C)F)(C)C,2.24,2.46,0.55,2.35,3.1451
C=CCC(C)(C)C,0.05,0.07,0.0,0.11,1.0519
O=COC(C)(C)C,0.06,0.57,0.0,0.4,0.8875
CC(=O)NC(C)(C)C,0.32,1.25,0.4,0.76,1.0695
CCC(c1ccc(c(c1)C)C)C,0.71,0.55,0.0,0.22,1.5618
CNC(Cc1ccccc1)C,0.75,0.72,0.1,0.85,1.3798
CCCC(=C)C,0.09,0.08,0.0,0.07,0.911
CC(=C)CCO,0.3,0.41,0.28,0.41,0.8288
OCC(C(F)F)(F)F,0.01,0.44,0.77,0.18,0.6608
COC(C(Cl)Cl)(F)F,0.11,0.67,0.17,0.05,0.8702
CC#CCO,0.44,0.57,0.35,0.59,0.6449
CCCCC/C=C\C,0.14,0.08,0.0,0.07,1.1928
OC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.62,2.48,1.28,2.7,2.6627
CCC=CCC,0.13,0.08,0.0,0.07,0.911
CCC/C=C\CC,0.13,0.08,0.0,0.07,1.0519
CCCC=CCCC,0.13,0.08,0.0,0.07,1.1928
COc1ccc2c3c1OC1C43CCN(C(C2)C4(O)CCC1=O)C,2.18,2.28,0.31,2.14,2.2644
CCCC#CC,0.24,0.3,0.0,0.15,0.868
ClC1C=CC2C1C1(Cl)C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl,2.08,0.85,0.0,0.56,1.9626
CCCC#CCO,0.41,0.57,0.33,0.59,0.9267
CCCCCCP(=O)(CCCCCC)O,0.23,0.45,0.67,1.21,2.1214
CCCCCCCCCCCC(F)(F)F,-0.33,0.23,0.0,0.08,1.8525
CC(=O)OC1CC2C(C1(C)CC2)(C)C,0.4,0.54,0.0,0.58,1.6566
CCCCCCCCC#C,0.14,0.22,0.09,0.1,1.4316
CCCCCCCCCCC#C,0.13,0.22,0.09,0.1,1.7134
OCCCCCCCCCCCO,0.37,0.98,0.75,0.99,1.7759
CCCCCCCCCCCCCBr,0.32,0.4,0.0,0.12,2.1153
COP(=O)(C(c1ccc(cc1)Cl)OP(=O)(OC)OC)OC,1.22,2.09,0.0,2.02,2.3634
CC(=O)C1CC1,0.32,1.17,0.0,0.38,0.7202
COc1ccc2c3c1OC1C43CCN(C(C2)C4C=CC1O)C,2.16,2.11,0.22,1.78,2.2057
CCCCC(COC(=O)CS)CC,0.34,1.0,0.0,0.59,1.7555
N#CC1CCCCC1,0.41,0.94,0.0,0.18,1.0001
CCN1CCCCC1,0.3,0.32,0.0,0.63,1.0861
CCCCc1ccc2c(n1)cccc2,1.3,0.86,0.0,0.57,1.6079
Cc1cccc2c1cccn2,1.34,0.98,0.0,0.55,1.1852
C1OC1C=O,0.6,1.12,0.0,0.59,0.4971
COc1ccccc1Cl,0.88,0.91,0.0,0.26,1.0384
Fc1ccc(cc1)C(c1ccccc1F)(Cn1cncn1)O,1.76,1.7,0.1,1.44,2.0867
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,8.5626
N#Cc1cccc(c1)Cl,0.87,1.14,0.0,0.23,0.9935
CC=Cc1ccccc1,0.87,0.7,0.0,0.18,1.0961
N#Cc1ccc(cc1)O,0.94,1.63,0.79,0.3,0.9298
CCCC(C1(CC=C)C(=O)NC(=O)NC1=O)C,1.16,1.2,0.49,1.31,1.8945
O[C@@H](C(C)(C)C)[C@@H](n1ncnc1)Cc1ccc(cc1)Cl,1.53,1.39,0.21,1.46,2.2704
CCCC(C1(CC)C(=O)NC(=O)NC1=O)C,1.03,1.12,0.59,1.18,1.7966
CCCC(C1(CC)C(=O)NC(=S)NC1=O)C,1.48,1.28,0.51,1.12,1.9014
CC1CCc2c1cccc2,0.8,0.62,0.0,0.15,1.1714
CC1C=Cc2c1cccc2,0.98,0.75,0.0,0.2,1.1284
CC1=CCc2c1cccc2,1.12,0.77,0.0,0.2,1.1284
CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.03,1.11,0.47,1.2,1.5148
CCCOC(=O)c1cccnc1,0.66,1.07,0.0,0.71,1.3133
NC(=Nc1scc(n1)CSCCC(=NS(=O)(=O)N)N)N,2.69,2.14,1.2,2.5,2.2617
Clc1c(Cl)cccc1c1cc(Cl)c(c(c1)Cl)Cl,2.07,1.59,0.0,0.11,1.9362
OC(c1ccccc1)(c1ccccc1)c1ccccc1,1.99,1.88,0.0,0.97,2.1316
CCC/C=C\C,0.14,0.08,0.0,0.07,0.911
BrC12CC3CC(C2)CC(C1)C3,1.07,0.91,0.0,0.2,1.3668
NC12CC3CC(C2)CC(C1)C3,0.78,0.97,0.2,0.58,1.2916
OC12CC3CC(C2)CC(C1)C3,0.94,0.9,0.31,0.66,1.2505
OC(=O)C(c1ccccc1)(c1ccccc1)O,1.53,1.93,0.93,0.87,1.7391
CNC(=CN(=O)=O)NCCSCc1csc(n1)CN(C)C,1.82,2.87,0.43,2.29,2.4622
OC(=O)c1ccc(c(c1)Br)C,1.0,1.1,0.7,0.27,1.2476
NC(=O)Nc1cccc(c1)F,0.9,1.52,0.81,0.54,1.0903
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.16,1.2,0.49,1.31,1.6127
CCCOCCOC,0.01,0.73,0.0,0.79,1.0714
C1CCC(CC1)(N1CCCCC1)c1ccccc1,1.23,0.96,0.0,0.82,2.1489
OC(=O)c1c[nH]c2c1cccc2,1.41,1.57,0.88,0.49,1.1617
Fc1c(C)c(F)c(c(c1F)F)F,0.06,0.59,0.0,0.01,0.9458
N1CCC(CC1)c1ccccc1,0.94,1.17,0.06,0.69,1.4121
CCN(Cc1ccccc1)CC,0.67,0.77,0.0,0.7,1.5207
CCC(C(=O)OCC)(C(=O)OCC)CC,0.01,0.73,0.0,0.86,1.8073
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.03,1.11,0.47,1.23,1.7536
CCCC(C1(CC=C)C(=O)NC(=S)NC1=O)C,1.61,1.32,0.51,1.15,1.9993
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.03,1.14,0.47,1.18,1.6557
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,1.03,1.14,0.47,1.18,1.9375
CCC1(CC)C(=O)NC(=S)NC1=O,1.41,1.18,0.5,1.1,1.4787
O=C1NC(c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,2.72,3.62,1.12,1.65,2.1747
OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1,1.48,1.18,0.35,1.46,2.4894
Clc1cc(Cl)c2c(c1O)nccc2,1.56,1.16,0.04,0.55,1.3478
OCCc1cccc2c1cccc2,1.6,1.22,0.44,0.42,1.4259
ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl,1.1,0.48,0.0,0.09,1.3529
CC1CCC2C31CCC(C(C3)C2(C)C)(C)O,0.8,0.5,0.32,0.64,1.955
c1ccc2c(c1)c1ccccc1CC2,1.55,1.05,0.0,0.3,1.4974
CCC(C(=O)NC(=O)N)(CC)Br,0.86,1.52,0.67,0.92,1.5009
O=C(c1ccccc1)N1CCCCC1,1.05,1.5,0.0,0.94,1.5687
CC1(CC)CC(=O)NC1=O,0.52,1.88,0.52,0.66,1.1175
C1=CC2C(C1)C1C=CC2C1,0.71,0.72,0.0,0.2,1.1058
CCC(CC)(O)C,0.21,0.3,0.31,0.6,1.0127
COC(OC)(C)C,0.04,0.4,0.0,0.87,0.9305
COS(=O)(=O)OC,0.15,1.01,0.0,0.6,0.7887
CCCCCCC(=O)OCCC,0.02,0.56,0.0,0.45,1.592
ClCl,0.36,0.32,0.1,0.0,0.3534
CCOC(=O)C1OC1(C)c1ccccc1,0.74,1.13,0.0,0.7,1.5863
OCC(CO)(CO)N,0.82,2.22,0.7,1.13,0.9481
COC(=O)C=C(OP(=O)(OC)OC)C,0.29,1.36,0.0,1.16,1.5657
COc1cc(C=C)ccc1O,1.14,1.14,0.1,0.58,1.2135
Cc1c2ccccc2cc2c1cccc2,2.25,1.27,0.0,0.3,1.5953
OC(=O)C(CC(=O)O)(CC(=O)O)O,0.81,2.65,0.0,1.17,1.2359
CCOC(=O)C(CC(=O)OCC)(CC(=O)OCC)O,0.14,1.4,0.45,1.49,2.0813
CCC(Cl)(Cl)F,0.08,0.4,0.01,0.05,0.7938
CC[Pb](CC)(CC)CC,0.86,0.08,0.0,0.11,1.6476
CCO[Si](OCC)(OCC)OCC,-0.34,0.34,0.0,0.77,1.7163
O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)CON(=O)=O,0.78,3.35,0.0,0.45,1.7447
Cc1c2ccccc2c(c2c1cccc2)C,2.25,1.25,0.0,0.28,1.7362
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1.61,1.82,0.0,1.1,2.7941
Cc1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)Oc1ccc(cc1)C,1.61,1.82,0.0,1.1,2.7941
CCP(=O)(OCC)OCC,-0.05,0.79,0.0,1.07,1.3347
CCOP(=O)(OCC)OCC,0.0,1.0,0.0,1.06,1.3934
CCCC(COC(=O)N)(COC(=O)NC(C)C)C,0.5,1.57,0.5,1.52,2.1478
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,-0.08,0.11,0.0,2.62,3.7535
NC(=O)Nc1ccc(c(c1)C)F,0.91,1.53,0.9,0.54,1.2312
NC(=O)Nc1ccc(c(c1)C)Br,1.34,1.63,0.82,0.56,1.3885
CC1=CC(=O)CC(C1)(C)C,0.51,1.12,0.0,0.53,1.2408
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,1.77,1.62,0.0,0.94,2.3558
CCO[Si](OCC)(C)C,-0.15,0.18,0.0,0.7,1.3171
CCC(CCCC(C)C)(O)C,0.17,0.3,0.31,0.64,1.5763
C=CC(CCC=C(C)C)(O)C,0.4,0.55,0.2,0.67,1.4903
CCOC(=O)c1ncn2c1CN(C)C(=O)c1c2ccc(c1)F,1.91,2.65,0.0,1.52,2.0885
CCC(Br)C,0.34,0.35,0.0,0.14,0.8472
BrCC(C)C,0.34,0.37,0.0,0.12,0.8472
CCC(C)C,0.0,0.0,0.0,0.0,0.8131
C=CC(=C)C,0.31,0.23,0.0,0.1,0.7271
NCC(C)C,0.2,0.32,0.16,0.63,0.772
CC(C#N)C,0.14,0.87,0.0,0.4,0.686
OCC(C)C,0.22,0.39,0.37,0.48,0.7309
O=CC(C)C,0.14,0.62,0.0,0.45,0.6879
CC(=C)C=O,0.4,0.7,0.0,0.5,0.6449
CCC(Cl)C,0.19,0.35,0.0,0.12,0.7946
ClCC(Cl)C,0.37,0.63,0.0,0.17,0.7761
NCC(N)C,0.45,0.7,0.2,1.19,0.7309
Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccccc1Cl,1.85,1.7,0.0,0.25,2.218
CCC(O)C,0.22,0.36,0.33,0.56,0.7309
CCC(=O)C,0.17,0.7,0.0,0.51,0.6879
CC(=O)C=C,0.29,0.76,0.0,0.48,0.6449
CC(=O)CCl,0.38,0.8,0.08,0.44,0.6694
O=CC(=O)C,0.36,0.84,0.0,0.65,0.5627
ClCC(Cl)Cl,0.5,0.68,0.13,0.08,0.7576
ClC=C(Cl)Cl,0.52,0.37,0.08,0.03,0.7146
CC(NCc1ccc(c(c1)CNC(C)C)I)C,1.66,1.28,0.48,0.82,2.3014
ClCC(=O)Cl,0.44,0.93,0.0,0.33,0.6509
CCC(=O)N,0.44,1.3,0.55,0.66,0.6468
NC(=O)C=C,0.53,1.3,0.58,0.63,0.6038
OC(=O)CBr,0.56,1.06,0.77,0.38,0.6398
CCC(=O)O,0.23,0.65,0.6,0.45,0.6057
CCCCCCCCCCCCCCCCc1ccc(cc1)N,0.86,0.97,0.23,0.46,3.0706
OC(=O)C=C,0.36,0.63,0.6,0.39,0.5627
OC(=O)CCl,0.43,1.03,0.79,0.35,0.5872
OCC(=O)O,0.33,1.41,0.87,0.53,0.5235
CC(=O)NBr,0.62,1.49,0.49,0.32,0.6809
CNC(=O)C,0.35,1.28,0.4,0.71,0.6468
COC(=O)C,0.14,0.64,0.0,0.45,0.6057
CC(=O)OO,0.31,0.98,0.55,0.42,0.5235
CCN(=O)=O,0.27,0.95,0.02,0.33,0.5646
COC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OC,1.61,1.54,0.0,0.91,2.0366
BrC(C(Br)Br)Br,1.34,0.93,0.17,0.24,1.0904
CC(C(C)C)C,0.0,0.0,0.0,0.0,0.954
CC(C(=O)O)C,0.2,0.6,0.61,0.45,0.7466
CCc1cccc2c1c1ccccc1s2,1.96,1.18,0.0,0.2,1.6609
ClC(C(Cl)Cl)Cl,0.6,0.76,0.16,0.12,0.88
FC(=C(F)F)Cl,-0.06,0.12,0.0,0.07,0.5229
CC(=C)C(=O)O,0.35,0.6,0.62,0.41,0.7036
ClC(C(=O)O)Cl,0.48,1.2,0.92,0.26,0.7096
O=C(Nc1c(Cl)cccc1Cl)CN1CCN(C(C1)C(=O)N)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,3.08,3.69,0.9,2.4,4.0841
CC(N(=O)=O)C,0.22,0.92,0.0,0.32,0.7055
CN(C1C(=C(C(=O)N)C(=O)C2(C1C(O)C1C(=C2O)C(=O)c2c(C1(C)O)cccc2O)O)O)C,3.6,3.05,1.65,3.5,3.1579
CNC1CCC(c2c1cccc2)c1ccc(c(c1)Cl)Cl,1.83,1.5,0.1,0.82,2.2647
Clc1cc(cnc1Nc1c(cc(c(c1N(=O)=O)Cl)C(F)(F)F)N(=O)=O)C(F)(F)F,1.61,1.87,0.2,1.08,2.3641
FCCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCN(CC1)C)c(c2)F,1.6,2.41,0.53,2.42,2.4487
CC(=O)C=CC1=C(C)CCCC1(C)C,0.89,0.78,0.0,0.76,1.7614
CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)(C)C,1.35,2.55,0.32,1.86,3.4268
C=C1[C@H]2CC[C@@H](C1(C)C)C2,0.42,0.22,0.0,0.15,1.2574
CC(c1cc(Br)c(c(c1)Br)O)(c1cc(Br)c(c(c1)Br)O)C,2.61,2.05,0.78,0.58,2.5643
CC(c1cc(Cl)c(c(c1)Cl)O)(c1cc(Cl)c(c(c1)Cl)O)C,2.1,1.73,0.76,0.32,2.3539
CCCCC(c1ccc(cc1Cl)Cl)(Cn1cncn1)O,1.83,1.8,0.34,1.11,2.2519
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,1.61,1.56,0.99,0.91,1.8643
Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,1.7,2.11,0.0,0.55,1.8499
O=NN1CN(N=O)CN(C1)N(=O)=O,1.26,2.33,0.46,0.55,1.1273
CC(=O)OC(C1CCC(=CC1)C)(C)C,0.45,0.62,0.0,0.64,1.7222
COc1ccc(cc1)P(=O)(c1ccc(cc1)OC)c1ccc(cc1)OC,2.07,2.78,0.0,1.9,2.7941
Nc1ccc(cc1)S(=O)(=O)Nc1ccc(nn1)Cl,2.24,3.04,0.71,1.36,1.8449
COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,2.12,2.95,0.48,1.56,1.9221
CCC(c1ccc(cc1)O)(C)C,0.81,0.89,0.56,0.42,1.4796
O=CC(Cc1ccc(cc1)C(C)(C)C)C,0.77,1.03,0.0,0.64,1.8593
CC1=CCC2CC1C2(C)C,0.45,0.14,0.0,0.12,1.2574
CCC(C(=O)O)Br,0.5,1.05,0.73,0.4,0.9216
COC(=O)C(=C)C,0.25,0.51,0.0,0.44,0.8445
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C)C,1.33,1.05,0.21,0.63,3.5372
O=C1NS(=O)(=O)c2c1cccc2,1.36,2.07,0.71,1.97,1.1451
CCC(C(=O)OC1CC(O)C=C2C1C(CCC(CC(CC(=O)O)O)O)C(C=C2)C)C,1.78,2.36,1.4,2.7,3.371
COC1CN(CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N,2.3,2.43,0.5,2.23,3.3968
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(C(O2)C)O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)OC,2.72,3.65,1.0,4.98,5.9139
O=N(=O)c1c(C)c(N(=O)=O)c(c(c1C(C)(C)C)N(=O)=O)C,1.42,2.18,0.0,0.63,2.0844
FCC(F)(F)F,-0.39,0.16,0.16,0.05,0.4612
O=N(=O)c1c(C)cccc1C,0.92,1.15,0.0,0.25,1.1724
CCCCP(=O)(CCCC)CCCC,-0.01,1.15,0.0,1.64,2.0627
SCC(S)C,0.74,0.84,0.0,0.46,0.8583
CC(=O)C(=C)C,0.3,0.68,0.0,0.46,0.7858
O=C(C(C)(C)C)C(C)(C)C,0.1,0.56,0.0,0.52,1.3924
CCC(C(=O)OC)CC,0.17,0.5,0.0,0.47,1.1693
CCCCC(C(=O)OC)CC,0.06,0.05,0.0,0.5,1.4511
CCC(=CC)CC,0.13,0.09,0.0,0.08,1.0519
CC(c1cc(Cl)c(cc1Cl)C)C,0.87,0.72,0.0,0.03,1.5248
CC(c1cc(Cl)c(c(c1Cl)Cl)C)C,1.01,0.77,0.0,0.0,1.6472
Clc1c(C)c(Cl)c(c(c1Cl)C(C)C)Cl,1.26,0.77,0.0,0.0,1.7696
CC(c1ccc(c(c1Cl)Cl)C)C,0.87,0.75,0.0,0.03,1.5248
OC(COc1ccc(cc1)O)CNCCNC(=O)N1CCOCC1,1.91,2.3,0.97,2.3,2.5667
CC(=O)C[C@@H](c1c(=O)oc2c(c1O)cccc2)c1ccccc1,1.98,1.88,0.29,1.57,2.3077
CCOC(=O)CCCC(=O)OCC,0.09,1.03,0.0,0.87,1.5255
CCC=CC(=O)OC,0.23,0.52,0.0,0.46,0.9854
CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,1.7,4.0,0.21,2.13,3.8975
C=CC=CC=C,0.66,0.22,0.0,0.24,0.825
C=CC#CC=C,0.39,0.42,0.0,0.2,0.782
OCCCC=C,0.32,0.48,0.37,0.55,0.8288
OCCCCC=C,0.31,0.48,0.37,0.55,0.9697
CCCCCCCC(=O)C,0.12,0.68,0.0,0.51,1.3924
CCCCc1ccccc1CC,0.67,0.53,0.0,0.18,1.5618
CCCCCCCCCC=C,0.09,0.08,0.0,0.07,1.6155
OC(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl,1.6,1.58,0.26,1.28,2.1882
O=C=NCCCCCCN=C=O,0.34,0.96,0.0,0.41,1.3808
NCCCCCCCCCCCN,0.41,0.7,0.3,1.15,1.8581
CCCCCCCCCCCCCCl,0.18,0.4,0.0,0.1,2.0627
CCCCCCCCCCCCCCCCCOC(=O)C,0.02,0.6,0.0,0.45,2.8601
CCCCCCCCCCCCCCCCCCOC(=O)C,0.01,0.6,0.0,0.45,3.001
CCCCCCCCCCCCCCCCCCCCOC(=O)C,0.0,0.6,0.0,0.45,3.2828
CC1CCCC1C,0.19,0.1,0.0,0.0,0.9863
OC1CCCC=C1,0.56,0.87,0.37,0.52,0.8611
ClC1CCCCC1=O,0.55,1.12,0.0,0.54,0.9835
CSc1ncccn1,1.06,1.16,0.0,0.58,0.9386
Nc1cccc(c1C)N,1.28,1.6,0.22,0.88,1.0569
CC(=O)C1CCCCC1,0.37,1.18,0.0,0.42,1.1429
OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,2.52,2.89,1.08,2.06,1.7213
CN1CCN(CC1)c1c(F)cc2c3c1OCC(n3cc(c2=O)C(=O)O)C,2.78,2.8,0.01,2.54,2.5043
Cc1cccc2c1CCC2,0.82,0.67,0.0,0.15,1.1714
Clc1cccc2c1C(=O)c1ccccc1C2=O,1.9,1.79,0.0,0.57,1.6512
CC1Cc2c(C1)cccc2,0.69,0.6,0.0,0.15,1.1714
CC1=CC2C(CC1)C(=CCC2C(C)C)C,0.81,0.29,0.0,0.36,1.9189
NC(=O)c1ccc(cc1)F,0.86,1.49,0.49,0.54,0.9905
CCC(c1noc(c1)NC(=O)c1c(OC)cccc1OC)(CC)C,1.54,2.08,0.18,1.4,2.604
CCCOc1cccc(c1C(=O)O)OCCC,0.86,1.68,0.67,0.81,1.8945
Cc1ccc(cc1)c1nc2n(c1CC(=O)N(C)C)cc(cc2)C,2.09,2.45,0.0,1.53,2.474
O=C(C1C(C1(C)C)C=C(C(F)(F)F)Cl)OCc1cccc(c1C)c1ccccc1,1.05,1.36,0.0,0.95,2.9724
Cc1ccc2c(c1)c(C)ccn2,1.35,1.0,0.0,0.57,1.3261
Cc1ccc2c(n1)c(O)ccc2,1.4,1.03,0.0,0.63,1.2439
Clc1c(Cl)c(N(=O)=O)c(c(c1Cl)Cl)Cl,1.61,1.46,0.0,0.02,1.5026
C1CCC(CC1)c1ccccc1,0.88,0.6,0.0,0.07,1.4532
OC(C(=O)O)Cc1ccccc1,0.88,1.09,0.74,1.05,1.2722
OC(=O)C12CC3CC(C2)CC(C1)C3,0.86,1.35,0.55,0.5,1.4071
Cc1ccc2c(c1)cc(c(c2)C)C,1.44,0.88,0.0,0.28,1.5081
CCOc1cccc(c1C(=O)O)OCC,0.87,1.68,0.68,0.8,1.6127
O=C1CCCCCCCCCCC1,0.59,0.86,0.0,0.56,1.7065
CNCCC(c1ccccc1)Oc1ccccc1C,1.49,1.49,0.1,1.09,2.1872
Nc1c(C)n(n(c1=O)c1ccccc1)C,1.65,1.5,0.21,1.49,1.5844
CC(=O)Oc1cccc2c1cccc2,1.39,1.53,0.0,0.59,1.4416
OC(=O)CCc1c[nH]c2c1cccc2,1.41,1.87,0.88,0.78,1.4435
CN1C(=O)C(CC)C(=O)NC1=O,1.12,1.16,0.21,1.17,1.233
CCOC(=O)c1cc(O)c(c(c1)O)O,1.25,1.57,1.35,0.92,1.3896
O=C1CCCCCCCCCCCC1,0.62,0.86,0.0,0.56,1.8474
Cc1cccc2c1c1ccccc1cc2,2.06,1.25,0.0,0.29,1.5953
Cc1cccc2c1ccc1c2cccc1,2.06,1.25,0.0,0.29,1.5953
Cc1ccc2c(c1)c1ccccc1cc2,2.06,1.25,0.0,0.29,1.5953
c1cc2cccc3c2c(c1)CC3,1.6,1.05,0.0,0.22,1.2586
Cc1c[nH]c2c1cccc2,1.2,1.06,0.44,0.22,1.0873
c1ccc2c(c1)CCc1c(C2)cccc1,1.5,1.3,0.0,0.3,1.6383
CCc1nn(c(=O)n1CCOc1ccccc1)CCCN1CCN(CC1)c1cccc(c1)Cl,2.73,2.71,0.0,2.18,3.5915
O=Cc1c(Cl)cccc1Cl,1.09,1.22,0.0,0.17,1.1178
O=N(=O)c1cccc(c1C)C,0.9,1.15,0.0,0.29,1.1724
CCNc1nc(NC(C)C)nc(n1)SC,1.47,1.26,0.17,1.02,1.8016
O=N(=O)c1cccc(c1C)Cl,0.98,1.14,0.0,0.23,1.1539
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,2.18,3.23,0.71,2.04,2.8955
